cluster,0
6,7
13,5
19,5
23,5
27,3
56,14
60,4
61,5
76,13
77,2
103,3
105,2
114,8
116,3
153,2
163,3
194,2
201,2
206,6
231,5
257,3
258,2
267,2
277,3
282,4
292,5
301,5
319,2
320,2
321,3
324,2
351,3
359,3
367,2
385,2
415,6
428,5
444,13
445,2
469,3
482,2
489,2
507,5
513,2
562,2
580,2
615,3
630,2
632,5
648,9
659,2
674,2
678,4
688,2
700,2
719,2
730,2
735,5
737,4
774,2
786,2
805,2
819,2
824,2
828,4
856,2
886,7
900,3
918,8
934,6
938,3
940,3
944,3
946,3
947,2
963,2
984,3
996,5
1000,4
1004,3
1015,2
1024,2
1034,13
1042,3
1049,2
1070,3
1073,2
1091,2
1126,4
1149,5
1152,4
1182,2
1217,7
1220,4
1238,7
1243,4
1299,4
1319,4
1320,10
1329,4
1352,2
1360,12
1380,2
1396,8
1417,6
1425,2
1442,10
1447,4
1479,2
1501,2
1511,2
1523,24
1552,2
1557,2
1562,2
1577,18
1582,2
1603,2
1605,2
1607,2
1622,2
1690,3
1694,2
1710,2
1730,3
1754,2
1770,4
1808,2
1817,2
1823,3
1837,4
1839,2
1864,6
1867,2
1889,2
1900,4
1902,2
1910,3
1935,3
1950,7
1969,3
1978,2
1982,4
1986,2
1992,2
2007,3
2031,2
2042,3
2050,2
2054,2
2057,4
2059,3
2061,2
2096,2
2098,3
2099,4
2102,2
2115,6
2128,4
2144,2
2166,6
2209,2
2216,2
2228,2
2239,2
2258,3
2271,2
2281,2
2283,4
2338,3
2341,5
2346,3
2372,7
2411,5
2416,2
2419,6
2439,2
2446,2
2453,6
2472,2
2586,3
2596,3
2673,2
2703,7
2706,2
2725,3
2730,6
2732,2
2747,2
2800,2
2827,3
2863,2
2924,2
2926,7
2947,4
2993,3
3032,9
3035,2
3070,4
3104,13
3127,3
3133,3
3145,2
3166,3
3168,2
3172,2
3184,5
3199,8
3208,4
3224,2
3234,2
3235,3
3238,4
3267,3
3276,2
3278,3
3301,2
3349,4
3353,3
3360,5
3368,3
3369,2
3371,11
3392,3
3397,2
3419,3
3421,2
3453,2
3464,4
3473,2
3490,2
3502,2
3503,2
3516,3
3545,3
3604,2
3606,2
3618,4
3620,6
3640,2
3650,2
3677,6
3683,2
3694,2
3716,4
3721,3
3743,2
3757,3
3760,2
3812,2
3814,11
3822,3
3858,2
3862,2
3894,2
3900,2
3905,2
3925,2
3927,2
3928,2
3932,2
3945,5
3973,2
3974,2
3991,5
4022,3
4044,5
4045,2
4048,2
4052,2
4089,4
4098,2
4108,3
4117,2
4125,3
4165,2
4169,2
4170,2
4174,3
4177,2
4178,2
4198,2
4208,2
4217,2
4226,3
4317,2
4327,2
4329,4
4384,2
4399,3
4410,7
4413,4
4416,4
4419,2
4424,3
4429,2
4445,3
4446,2
4453,3
4490,2
4508,2
4522,2
4549,2
4565,3
4618,2
4623,2
4634,2
4653,3
4680,3
4712,2
4714,2
4752,4
4753,2
4764,2
4772,9
4777,2
4782,2
4798,2
4800,2
4812,2
4818,2
4820,3
4839,2
4869,2
4906,2
4917,4
4924,7
4926,2
4953,2
5004,2
5017,2
5021,2
5069,3
5072,5
5129,3
5138,3
5152,2
5160,2
5184,2
5187,2
5213,2
5234,2
5267,2
5271,2
5275,2
5342,2
5343,2
5355,2
5362,2
5374,2
5386,2
5397,5
5405,2
5409,2
5431,2
5443,2
5447,3
5453,2
5475,2
5491,7
5493,2
5503,2
5509,3
5538,7
5541,3
5550,2
5560,3
5561,2
5566,3
5573,8
5580,4
5651,3
5666,2
5719,2
5739,3
5780,4
5809,2
5854,2
5870,2
5904,2
5945,2
5949,2
5960,2
5966,2
5970,2
5979,2
6006,2
6008,2
6011,2
6014,2
6035,2
6041,2
6057,2
6100,3
6114,2
6116,4
6125,2
6153,2
6170,2
6206,2
6231,2
6232,2
6234,2
6240,3
6251,2
6254,2
6255,2
6350,2
6354,2
6386,2
6392,2
6393,2
6403,2
6406,2
6437,4
6467,2
6491,2
6498,3
6522,3
6528,3
6541,2
6578,2
6616,3
6621,2
6629,2
6693,2
6710,3
6718,2
6719,2
6724,2
6739,2
6756,2
6801,2
6814,2
6818,5
6827,2
6906,2
6939,3
6944,2
6955,2
6996,2
7010,2
7035,2
7040,2
7059,2
7075,2
7081,2
7148,3
7153,2
7168,4
7174,3
7192,3
7199,2
7219,2
7220,3
7227,2
7254,3
7256,2
7317,2
7332,2
7334,2
7342,2
7367,3
7369,2
7374,2
7379,2
7399,2
7409,2
7445,3
7471,2
7488,2
7492,2
7493,2
7504,2
7521,2
7548,2
7550,2
7595,2
7638,2
7645,2
7678,2
7689,2
7697,2
7765,2
7774,2
7850,2
7876,2
7882,2
7892,3
7902,2
7919,2
7920,3
7928,2
7929,2
7951,2
7992,2
8008,2
8026,2
8054,2
8079,2
8095,2
8099,2
8100,2
8127,2
8149,2
8164,2
8173,2
8177,2
8181,3
8256,2
8264,2
8267,2
8329,2
8331,2
8335,2
8360,2
8361,2
8385,2
8394,2
8410,2
8411,2
8419,2
8440,2
8483,2
8485,2
8486,2
8487,2
8508,2
8523,2
8533,2
8534,2
