cluster,0
27,3
61,5
103,3
116,3
163,3
201,2
258,2
319,2
321,3
359,3
367,2
415,6
428,5
513,2
648,9
674,2
737,4
774,2
805,2
824,2
828,4
856,2
900,3
918,7
934,6
938,3
947,2
996,5
1000,4
1034,13
1049,2
1070,3
1073,2
1126,4
1149,4
1217,7
1220,4
1238,7
1320,10
1329,4
1352,2
1380,2
1396,8
1417,6
1425,2
1479,2
1501,2
1511,2
1523,24
1552,2
1562,2
1577,18
1607,2
1694,2
1710,2
1730,3
1770,4
1817,2
1823,3
1837,4
1867,2
1910,3
1969,3
1982,4
1986,2
2050,2
2057,4
2059,3
2061,2
2096,2
2115,6
2144,2
2216,2
2228,2
2258,3
2271,2
2338,3
2346,3
2372,6
2411,5
2416,2
2419,6
2439,2
2453,6
2472,2
2586,3
2596,3
2706,2
2725,3
2730,6
2863,2
2924,2
3032,9
3035,2
3145,2
3168,2
3184,5
3199,7
3208,4
3234,2
3235,3
3238,4
3278,3
3353,3
3368,3
3369,2
3371,11
3392,3
3397,2
3421,2
3453,2
3464,4
3473,2
3502,2
3604,2
3606,2
3618,4
3640,2
3683,2
3716,4
3721,3
3743,2
3757,3
3760,2
3812,2
3862,2
3894,2
3900,2
3905,2
3925,2
3932,2
3973,2
3974,2
4022,3
4044,5
4048,2
4098,2
4165,2
4169,2
4170,2
4178,2
4208,2
4226,3
4327,2
4329,4
4410,7
4419,2
4424,3
4429,2
4445,3
4490,2
4522,2
4549,2
4565,3
4634,2
4653,3
4752,4
4753,2
4764,2
4772,9
4777,2
4800,2
4812,2
4820,3
4839,2
4869,2
4924,7
4926,2
4953,2
5004,2
5017,2
5069,3
5072,5
5138,3
5160,2
5184,2
5187,2
5234,2
5267,2
5271,2
5275,2
5343,2
5355,2
5374,2
5386,2
5397,5
5405,2
5443,2
5453,2
5475,2
5493,2
5503,2
5509,3
5550,2
5560,3
5561,2
5566,3
5573,8
5651,3
5666,2
5719,2
5739,3
5780,4
5870,2
5904,2
5945,2
5949,2
5960,2
5970,2
5979,2
6011,2
6014,2
6035,2
6116,4
6125,2
6153,2
6170,2
6231,2
6232,2
6234,2
6251,2
6254,2
6255,2
6350,2
6354,2
6386,2
6392,2
6403,2
6406,2
6437,4
6491,2
6498,3
6522,3
6528,3
6541,2
6616,3
6621,2
6710,3
6724,2
6801,2
6814,2
6818,5
6939,3
6996,2
7035,2
7148,3
7153,2
7168,4
7174,3
7192,3
7254,3
7256,2
7332,2
7374,2
7409,2
7445,3
7488,2
7521,2
7678,2
7697,2
7850,2
7876,2
7882,2
7902,2
7928,2
7929,2
7951,2
7992,2
8026,2
8054,2
8095,2
8100,2
8149,2
8164,2
8173,2
8177,2
8181,3
8256,2
8264,2
8267,2
8335,2
8394,2
8411,2
8419,2
8440,2
8485,2
8523,2
8533,2
8534,2
